,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,REGION,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATVRMID,SATMT25,SATMT75,SATMTMID,SATWR25,SATWR75,SATWRMID,ACTCM25,ACTEN25,ACTMT25,ACTWR25,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,PCIP11,PCIP14,PCIP15,PCIP26,PCIP27,PCIP40,PCIP41,CIP11BACHL,CIP14BACHL,CIP15BACHL,CIP26BACHL,CIP27BACHL,CIP40BACHL,CIP41BACHL,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,DEP_INC_AVG,IND_INC_AVG,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,MALE_RPY_5YR_N,FEMALE_RPY_5YR_N,MALE_RPY_7YR_N,FEMALE_RPY_7YR_N,FEMALE,UGDS_MEN,UGDS_WOMEN
959,Catholic Theological Union at Chicago,Chicago,IL,60615-5698,Commission on Accrediting of the Association of Theological Schools,1,4,4,2,3,24.0,0.0,18.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5941.0,1.0,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,,,,,
960,La James International College-East Moline,East Moline,IL,61244,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,19094.0,,,,,,0.6522,,0.6744,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0,1.0
961,Midwestern University-Downers Grove,Downers Grove,IL,60515-5514,North Central Association of Colleges and Schools The Higher Learning Commission,2,4,4,2,3,25.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9435.0,0.9672,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,10,13,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
962,The Chicago School of Professional Psychology at Chicago,Chicago,IL,60654,Western Association of Schools and Colleges Senior Colleges and University Commission,5,4,4,2,3,26.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6917.0,0.6861,,,,,,,,,107973.76923,30589.180556,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8352941176,,
963,Chicago State University,Chicago,IL,60628-1598,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,7.0,12.0,,0.2118,435.0,518.0,477.0,493.0,560.0,527.0,,,,16.0,15.0,16.0,,20.0,20.0,19.0,,18.0,18.0,18.0,,875.0,0.0091,0.0,0.0,0.0408,0.0091,0.0257,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3437.0,20305.0,,9994.0,16954.0,7392.0,0.7588,0.1104,,0.1433,,0.0833,0.1059,0.1,0.0,32796.995,14585.489865,21500,17625,2803,1032,725,1934,624,1642,0.7071572581,0.2912,0.7088
964,Chicago Theological Seminary,Chicago,IL,60637,Commission on Accrediting of the Association of Theological Schools,1,4,4,2,3,24.0,0.0,18.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8509.0,0.8125,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,,
965,University of Chicago,Chicago,IL,60637,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,15.0,14.0,17.0,,0.0838,720.0,800.0,760.0,720.0,800.0,760.0,700.0,780.0,740.0,32.0,33.0,30.0,,35.0,35.0,35.0,,34.0,34.0,33.0,,1506.0,0.0241,0.0,0.0,0.0988,0.083,0.083,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5869.0,67572.0,,51351.0,51351.0,17446.0,0.8326,0.9168,,0.9227,,0.9157,0.8308,0.8832,0.9754,111910.15524,11332.56,12198.5,14000,485,453,525,542,487,540,0.5106132075,0.5246,0.4754
966,City Colleges of Chicago-Kennedy-King College,Chicago,IL,60621-2709,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821.0,17315.0,,3506.0,11906.0,7421.0,0.3739,,0.2537,,0.2426,,,,,19694.538933,10560.891936,4500,4500,1040,569,362,645,167,430,0.6024949427,0.3853,0.6147
967,City Colleges of Chicago-Malcolm X College,Chicago,IL,60612-3197,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4027.0,15920.0,,3506.0,11906.0,8136.0,0.3568,,0.066,,0.0847,,,,,20370.477753,12924.22205,3500,3500,295,123,25,80,PrivacySuppressed,PrivacySuppressed,0.7234554694,0.2702,0.7298
968,City Colleges of Chicago-Olive-Harvey College,Chicago,IL,60628-1696,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.0,16545.0,,3506.0,11906.0,8279.0,0.3376,,0.1061,,0.0993,,,,,20865.015171,10806.624853,4225.5,4170,429,193,PrivacySuppressed,PrivacySuppressed,,,0.6399026764,0.4211,0.5789
969,City Colleges of Chicago-Harry S Truman College,Chicago,IL,60640-6063,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,7.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0326,0.0006,0.0023,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4135.0,15521.0,,3506.0,11906.0,8766.0,0.2542,,0.1664,,0.1529,,,,,21597.236596,14823.833217,4500,4500,371,194,PrivacySuppressed,PrivacySuppressed,,,0.6042944785,0.4133,0.5867
970,City Colleges of Chicago-Richard J Daley College,Chicago,IL,60652-1299,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,7.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0218,0.0051,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3953.0,14067.0,,3506.0,11906.0,8622.0,0.2132,,0.1832,,0.1585,,,,,25859.874396,13493.01816,3500,3500,189,82,55,142,34,114,0.5907692308,0.4645,0.5355
971,City Colleges of Chicago-Harold Washington College,Chicago,IL,60601-2449,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,7.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0972,0.0007,0.0101,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7943.0,14209.0,,3506.0,11906.0,8410.0,0.278,,0.1864,,0.1486,,,,,24716.209862,11127.153083,3500,3500,472,344,126,156,77,94,0.56967544,0.4221,0.5779
972,City Colleges of Chicago-Wilbur Wright College,Chicago,IL,60634-1500,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,7.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0364,0.005,0.0502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7691.0,12992.0,,3506.0,11906.0,8743.0,0.2579,,0.1459,,0.1456,,,,,26686.97969,16914.075253,3500,3500,133,82,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5662591687,0.4313,0.5687
973,Columbia College Chicago,Chicago,IL,60605-1996,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,19.0,13.0,13.0,,0.8806,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8492.0,40012.0,,24344.0,24344.0,7916.0,0.28600000000000003,0.4193,,0.4242,,0.4919,0.2563,0.3392,0.431,77122.277299,15440.141509,20000,20000,3539,3045,2872,3187,2355,2582,0.6162094763,0.4228,0.5772
974,Concordia University-Chicago,River Forest,IL,60305-1499,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,18.0,13.0,11.0,68.0,0.5031,450.0,550.0,500.0,470.0,590.0,530.0,,,,20.0,20.0,18.0,,25.0,25.0,25.0,,23.0,23.0,22.0,,1047.0,0.0063,0.0,0.0,0.0314,0.0,0.0063,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1447.0,37972.0,,29520.0,29520.0,4155.0,0.6166,0.4986,,0.5312,,0.6261,0.2264,0.3051,0.5,67481.906475,30125.807692,18817,14669,502,317,287,391,214,331,0.5621436716,0.4202,0.5798
975,Le Cordon Bleu College of Culinary Arts-Chicago,Chicago,IL,60610,,1,2,2,3,3,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,20269.0,,13796.0,13796.0,4457.0,,,0.4596,,0.5122,,,,,39983.755814,15148.181319,14458,13777.5,819,1006,789,521,843,619,0.5195895522,0.4638,0.5362
976,Coyne College,Chicago,IL,60602-3304,Accrediting Commission of Career Schools and Colleges,1,1,2,3,3,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,,21029.0,,,4688.0,0.56,,0.5734,,0.5924,,,,,31741.240876,15841.442913,9500,9500,442,1117,1179,369,986,251,0.320971867,0.7471,0.2529
977,Danville Area Community College,Danville,IL,61832-5118,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0211,0.0032,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.0,11179.0,,4125.0,6375.0,5899.0,0.5182,,0.3477,,0.3766,,,,,37352.590525,18198.546729,3500,3500,394,195,189,303,87,179,0.5996074583,0.4312,0.5688
978,Tricoci University of Beauty Culture-Danville,Danville,IL,61832,National Accrediting Commission of Career Arts and Sciences,2,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,14987.0,,,,,,0.7576,,0.6825,,,,,48495.468085,10844.558824,PrivacySuppressed,PrivacySuppressed,126,11,10,119,10,107,PrivacySuppressed,0.037000000000000005,0.963
979,DePaul University,Chicago,IL,60604,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,17.0,15.0,15.0,30.0,0.7198,,,,,,,,,,,,,,,,,,,,,,,0.0645,0.0,0.0,0.0164,0.0082,0.0061,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,15683.0,49332.0,,36361.0,36361.0,10306.0,0.4865,0.7289,,0.7204,,0.7571,0.5895,0.7043,0.7807,82146.80569,25516.922504,19500,19061.5,4080,3224,2649,3464,2091,2892,0.5571610035,0.4732,0.5268
980,Cosmetology & Spa Academy,Crystal Lake,IL,60014,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,,13605.0,,,,,,0.6413,,0.6898,,,,,53159.759398,24369.987421,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12,225,PrivacySuppressed,PrivacySuppressed,0.8801369863,0.0719,0.9281
981,College of DuPage,Glen Ellyn,IL,60137-6599,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.0071,0.0219,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16501.0,12889.0,,5275.0,12985.0,10933.0,0.1969,,0.1855,,0.1769,,,,,46399.338794,23757.025574,5594,5250,2777,2190,1286,1642,991,1414,0.5439493548,0.4742,0.5258
982,East-West University,Chicago,IL,60605,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,21.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1196,0.0,0.163,0.0,0.0217,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,539.0,33658.0,,20145.0,20145.0,6372.0,0.26,0.0839,,0.0915,,0.1111,0.0711,0.1569,0.25,26128.582645,9328.9,8955,7342,559,345,404,688,398,757,0.4854368932,0.5065,0.4935
983,Eastern Illinois University,Charleston,IL,61920,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,13.0,13.0,,0.5021,,,,,,,,,,19.0,18.0,17.0,,24.0,24.0,24.0,,22.0,21.0,21.0,,1010.0,0.0123,0.0011,0.0219,0.0347,0.0091,0.0112,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7063.0,23656.0,,11312.0,13442.0,8037.0,0.8179,0.5773,,0.5863,,0.6097,0.4884,0.4333,0.4615,64346.847755,22127.419608,18750,17250,2833,2003,1788,2498,1558,2150,0.6027027027,0.4069,0.5931
984,Elgin Community College,Elgin,IL,60123-7193,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,5.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0085,0.0074,0.046,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8167.0,8340.0,,2868.0,11959.0,10583.0,0.2352,,0.317,,0.3117,,,,,42302.954386,22791.79558,4500,3500,1052,748,627,770,351,461,0.5511197663,0.4802,0.5198
985,Elmhurst College,Elmhurst,IL,60126-3096,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,19.0,13.0,10.0,76.0,0.5478,485.0,600.0,543.0,485.0,605.0,545.0,460.0,590.0,525.0,21.0,20.0,20.0,,26.0,26.0,26.0,,24.0,23.0,23.0,,1090.0,0.0269,0.0,0.0,0.0609,0.0212,0.0184,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2752.0,44473.0,,34450.0,34450.0,7853.0,0.4196,0.6678,,0.7035,,0.7011,0.4516,0.4898,0.5,75712.607807,26915.813688,17746,18329,957,555,442,716,362,665,0.5967139656,0.403,0.597
986,Eureka College,Eureka,IL,61530,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,22.0,13.0,8.0,61.0,0.6237,510.0,630.0,570.0,530.0,640.0,585.0,530.0,610.0,570.0,19.0,18.0,18.0,,25.0,27.0,26.0,,22.0,23.0,22.0,,1033.0,0.0061,0.0,0.0,0.0613,0.0184,0.0307,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,685.0,29515.0,,20510.0,20510.0,5819.0,0.6761,0.5105,,0.5203,,0.52,0.1667,0.5,,70017.360111,12795.129032,21485.5,13125,246,209,208,240,165,183,0.4617346939,0.4569,0.5431
987,First Institute Inc,Crystal Lake,IL,60014,Accrediting Council for Continuing Education & Training,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,,15800.0,,,,,,0.8102,,0.8249,,,,,50518.758065,17511.695279,PrivacySuppressed,PrivacySuppressed,345,13,19,250,PrivacySuppressed,PrivacySuppressed,0.9467787115,0.0535,0.9465
988,Fox College,Bedford Park,IL,60638,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,3,3,10.0,4.0,1.0,,0.6569,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,23648.0,,15080.0,15080.0,5982.0,,,0.8354,,0.777,,,,,58812.623003,22057.600806,12000,12274,550,91,44,382,30,249,0.8342245989,0.1541,0.8459
989,Garrett-Evangelical Theological Seminary,Evanston,IL,60201-3298,Commission on Accrediting of the Association of Theological Schools,1,4,4,2,3,24.0,0.0,18.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9255.0,0.931,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,
990,Gem City College,Quincy,IL,62301,Accrediting Council for Independent Colleges and Schools,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,13673.0,,,,,,0.6842,,0.675,,,,,36678.5,18386.782609,PrivacySuppressed,PrivacySuppressed,49,18,PrivacySuppressed,PrivacySuppressed,11,34,0.6808510638,0.5143,0.4857
991,Governors State University,University Park,IL,60484,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,5.0,12.0,,0.3887,455.0,570.0,513.0,400.0,500.0,450.0,430.0,450.0,440.0,17.0,16.0,16.0,5.0,21.0,22.0,20.0,7.0,19.0,19.0,18.0,6.0,911.0,0.0355,0.0,0.0,0.0211,0.0166,0.0055,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3526.0,22543.0,,10246.0,18406.0,7568.0,0.531,,,,,,,,,46409.940283,21625.337054,13633,12500,1356,519,343,1007,248,766,0.6873927959,0.3449,0.6551
992,Graham Hospital School of Nursing,Canton,IL,61520-2497,Accreditation Commission for Education in Nursing,1,1,1,2,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,20523.0,,11469.0,11469.0,,,,0.0,,0.3333,,,,,65223.833333,23050.545455,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0741,0.9259
993,Greenville College,Greenville,IL,62246,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,22.0,13.0,11.0,64.0,0.5629,440.0,530.0,485.0,430.0,540.0,485.0,410.0,520.0,465.0,19.0,18.0,17.0,6.0,25.0,25.0,25.0,8.0,22.0,22.0,21.0,7.0,1022.0,0.0,0.0,0.0,0.1013,0.0132,0.0176,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1042.0,35664.0,,25088.0,25088.0,5774.0,0.9692,0.5652,,0.5161,,0.6039,0.3158,0.4545,1.0,66076.723327,39313.34188,16000,12750,508,462,373,489,327,403,0.476119403,0.4933,0.5067
994,Hair Professionals Academy of Cosmetology,West Dundee,IL,60118,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,,27423.0,,,,,,0.6429,,0.7288,,,,,66343.766667,35556.858333,PrivacySuppressed,PrivacySuppressed,264,15,10,304,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0221,0.9779
995,Hair Professionals Career College,Sycamore,IL,60178,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,22900.0,,,,,,0.5,,0.4359,,,,,46795.411765,12059.113636,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0476,0.9524
996,Hair Professionals School of Cosmetology,Oswego,IL,60543,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,,26184.0,,,,,,0.4,,0.3143,,,,,49166.682927,25572.375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0114,0.9886
997,Harrington College of Design,Chicago,IL,60605,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,3,3,30.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,6341.0,,0.4444,,0.4285,,0.4,0.0,0.7273,0.6,53369.846154,21177.172414,24377,27960,468,181,229,779,200,907,0.7794117647,0.32,0.68
998,Hebrew Theological College,Skokie,IL,60077,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,24.0,12.0,7.0,80.0,0.9677,490.0,600.0,545.0,450.0,570.0,510.0,460.0,570.0,515.0,19.0,20.0,17.0,,25.0,27.0,24.0,,22.0,24.0,21.0,,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,36612.0,,19900.0,19900.0,6012.0,0.2692,0.136,,0.0927,,0.136,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,36,14,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8990384615,0.1261,0.8739
999,Highland Community College,Freeport,IL,61032-9341,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0178,0.0079,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.0,10310.0,,3423.0,5415.0,8512.0,0.375,,0.3333,,0.307,,,,,41422.447038,17899.258523,4531.5,4616,347,195,158,249,118,217,0.603960396,0.3808,0.6192
1000,Rosalind Franklin University of Medicine and Science,North Chicago,IL,60064-3095,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,25.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,9497.0,0.7391,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
1001,University of Illinois at Chicago,Chicago,IL,60607,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,15.0,15.0,15.0,,0.7665,470.0,590.0,530.0,520.0,670.0,595.0,480.0,590.0,535.0,21.0,21.0,21.0,,26.0,27.0,27.0,,24.0,24.0,24.0,,1092.0,0.0353,0.1158,0.0003,0.1302,0.0103,0.0187,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17368.0,25046.0,,13664.0,26520.0,10611.0,0.6851,0.5976,,0.5972,,0.6319,0.4153,0.5449,0.6689,51253.946042,18619.333669,14401,15000,3469,2869,2300,2784,1978,2478,0.5264926338,0.4982,0.5018
1002,Benedictine University,Lisle,IL,60532-0900,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,17.0,13.0,12.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.0074,0.0021,0.0,0.0707,0.0053,0.0053,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3298.0,36593.0,,27465.0,27465.0,7884.0,0.2414,0.5344,,0.522,,0.5917,0.4138,0.3137,0.57,68641.714502,37890.972763,16500,13500,1214,705,495,888,387,709,0.5745375408,0.4342,0.5658
1003,Illinois College of Optometry,Chicago,IL,60616-3878,North Central Association of Colleges and Schools The Higher Learning Commission,1,4,4,2,3,26.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10733.0,0.5412,,,,,,,,,PrivacySuppressed,PrivacySuppressed,8516,10830,,,,,,,0.7386934673,,
1004,University of Illinois at Urbana-Champaign,Champaign,IL,61820-5711,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,15.0,14.0,16.0,,0.6556,570.0,680.0,625.0,700.0,790.0,745.0,590.0,690.0,640.0,26.0,25.0,26.0,8.0,31.0,33.0,32.0,9.0,29.0,29.0,29.0,9.0,1305.0,0.0343,0.2041,0.0,0.0702,0.0233,0.0308,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,32170.0,29568.0,,15054.0,30214.0,11834.0,0.7289,0.8517,,0.8466,,0.8724,0.7288,0.8174,0.8743,88073.163057,18453.457801,19000,18500,4007,4493,3794,3567,3341,3126,0.4780973183,0.5584,0.4416
1005,Illinois Wesleyan University,Bloomington,IL,61702-2900,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,21.0,14.0,11.0,,0.6191,540.0,640.0,590.0,640.0,730.0,685.0,540.0,670.0,605.0,25.0,25.0,25.0,,30.0,32.0,29.0,,28.0,29.0,27.0,,1249.0,0.0165,0.0,0.0,0.0871,0.0259,0.0518,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1834.0,52548.0,,42490.0,42490.0,8084.0,0.7162,0.8298,,0.8174,,0.8352,0.6957,0.8,0.88,PrivacySuppressed,PrivacySuppressed,26000,23375,397,282,295,416,261,318,0.5451612903,0.4417,0.5583
1006,Illinois Central College,East Peoria,IL,61635-0001,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0343,0.0155,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7401.0,12041.0,,4050.0,10050.0,7269.0,0.3214,,0.2655,,0.2571,,,,,43136.657099,19147.128363,3850,3500,1778,1140,1089,1659,675,1180,0.5811808118,0.4518,0.5482
